"ID","Date","Price (GBP)","Market Cap (GBP)","Total Volume","% 24hr Change","% 7d Change","Class"
"638","2023-06-08 08:00:58","1478.5798674995262","177919681483.76398","6551808884.278544","-0.02","0.28","decrease"
"639","2023-06-08 09:00:07","1476.1899823379417","177501956893.2293","6456738960.371286","-0.16","-0.06","decrease"
"640","2023-06-08 10:00:03","1476.4649414230046","177517408500.96597","6262568792.686617","0.02","-0.07","increase"
"641","2023-06-08 11:01:16","1477.945135911046","177933700432.62695","5050622258.432054","0.10","0.31","increase"
"642","2023-06-08 12:00:34","1479.4457919495546","177861073478.1981","5581739519.98304","0.10","0.24","increase"
"643","2023-06-08 13:00:44","1484.4876513762201","177714793887.317","5153296275.113965","0.34","0.67","increase"
"644","2023-06-08 14:00:12","1475.417638375536","177386958295.92868","5805695353.463088","-0.61","-0.23","decrease"
"645","2023-06-08 15:00:37","1484.2546826812163","178174273721.7499","5053621728.060301","0.60","0.38","increase"
"646","2023-06-08 16:00:32","1481.0939383793593","177908153254.66544","5258954514.696235","-0.21","0.33","decrease"
"647","2023-06-08 17:01:20","1473.307823309925","177068458776.12366","5127518044.762885","-0.53","-0.21","decrease"
"648","2023-06-08 18:00:45","1469.3195199004504","176533709322.17084","4650720089.037397","-0.27","-0.58","decrease"
"649","2023-06-08 19:00:24","1470.2897852966528","176786314517.4589","4546617864.113734","0.07","-0.62","increase"
"650","2023-06-08 20:00:47","1470.413431017726","176820316253.54745","4515744094.4630165","0.01","-0.95","increase"
"651","2023-06-08 21:00:26","1475.0740767163404","177237425447.15308","4507066008.883077","0.32","-0.02","increase"
"652","2023-06-08 22:00:31","1473.4362483648165","177205654403.61276","4286796812.6611953","-0.11","-0.73","decrease"
"653","2023-06-08 23:00:03","1473.6663880715969","177208934587.24963","4045195607.22747","0.02","-0.50","increase"
"654","2023-06-09 00:00:43","1469.5506432186244","176732719179.69864","3864725711.4018283","-0.28","-0.26","decrease"
"655","2023-06-09 01:00:32","1468.298135855299","176629404859.56622","3795617904.3103027","-0.09","-0.07","decrease"
"656","2023-06-09 02:00:37","1470.4090258566634","176852554132.92163","3879005340.3926716","0.14","0.01","increase"
"657","2023-06-09 03:00:06","1461.4053167237773","175647757296.889","3958318107.164132","-0.61","-0.61","decrease"
"658","2023-06-09 04:01:00","1464.8588231349622","176086867753.91742","3764238808.1249123","0.24","-0.69","increase"
"659","2023-06-09 05:00:21","1464.8198190768921","176059786446.63342","4046042535.595502","-0.00","-0.58","decrease"
